VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP,Realized_Value
5746,2015-09-30,2019-09-30,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1000,400,71000,12000,42000,0.285714286
5749,2015-04-30,2018-04-30,2017-10-31,2017-11-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1100,500,46000,20000,38000,0.526315789
5754,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,2000,700,71000,16000,41000,0.390243902
5759,2015-10-31,2019-10-31,2019-09-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1800,400,95000,11000,37000,0.297297297
5763,2015-06-30,2019-06-30,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1300,800,55000,15000,45000,0.333333333
5764,2015-07-31,2019-07-31,2018-11-30,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2700,700,84000,15000,42000,0.357142857
5766,2015-08-31,2019-08-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,600,500,44000,15000,41000,0.365853659
5767,2015-05-31,2018-08-31,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,300,500,15000,18000,41000,0.43902439
5768,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,1000,400,63000,18000,43000,0.418604651
5770,2015-07-31,2019-07-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,200,400,39000,15000,39000,0.384615385
5771,2015-07-31,2019-07-31,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Mild,2700,500,75000,16000,45000,0.355555556
5773,2015-07-31,2019-07-31,2018-11-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,600,800,76000,15000,41000,0.365853659
5774,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,600,400,39000,14000,41000,0.341463415
5779,2015-09-30,2017-09-30,2017-09-30,2017-11-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,500,800,16000,25000,44000,0.568181818
5780,2015-07-31,2019-07-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Major,400,400,48000,14000,38000,0.368421053
5789,2015-02-28,2019-02-28,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,2600,400,33000,18000,42000,0.428571429
5792,2015-09-30,2019-09-30,2019-02-28,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,700,500,84000,14000,37000,0.378378378
5794,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,700,500,47000,12000,37000,0.324324324
5795,2015-09-30,2019-09-30,2018-11-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,200,500,58000,18000,41000,0.43902439
5799,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,900,400,43000,18000,41000,0.43902439
5800,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,900,500,79000,15000,43000,0.348837209
5805,2015-05-31,2019-05-31,2019-01-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,500,600,34000,17000,37000,0.459459459
5806,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,800,400,37000,13000,41000,0.317073171
5807,2015-10-31,2019-10-31,2019-09-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,700,400,74000,12000,42000,0.285714286
5808,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1100,500,45000,16000,41000,0.390243902
5815,2015-08-31,2019-08-31,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,300,600,79000,12000,42000,0.285714286
5819,2015-08-31,2019-08-31,2019-03-31,2019-04-30,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,2400,400,48000,17000,44000,0.386363636
5822,2015-03-31,2019-03-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Moderate,800,500,55000,15000,38000,0.394736842
5827,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1300,500,19000,14000,41000,0.341463415
5830,2015-10-31,2019-10-31,2019-10-31,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2600,600,65000,13000,41000,0.317073171
5831,2015-09-30,2018-09-30,2018-06-30,2018-08-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,100,400,27000,20000,41000,0.487804878
5832,2015-06-30,2019-06-30,2018-11-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,800,600,82000,14000,41000,0.341463415
5835,2015-06-30,2019-06-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,100,400,33000,16000,38000,0.421052632
5836,2015-07-31,2019-07-31,2018-04-30,2018-10-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2600,700,51000,16000,42000,0.380952381
5838,2015-07-31,2019-07-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1400,600,56000,11000,41000,0.268292683
5839,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,1900,500,75000,12000,41000,0.292682927
5846,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,1200,400,88000,15000,44000,0.340909091
5848,2015-07-31,2019-07-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1300,400,61000,17000,41000,0.414634146
5850,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2400,400,67000,13000,41000,0.317073171
5851,2015-08-31,2018-08-31,2018-10-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Mild,2700,500,53000,17000,44000,0.386363636
5853,2015-09-30,2019-09-30,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1100,500,71000,13000,41000,0.317073171
5855,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,600,500,75000,12000,42000,0.285714286
5857,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1300,400,32000,16000,37000,0.432432432
5861,2015-08-31,2019-08-31,2019-04-30,2019-06-30,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Major,1400,800,43000,17000,44000,0.386363636
5862,2015-10-31,2019-10-31,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1300,500,88000,11000,41000,0.268292683
5863,2015-09-30,2018-09-30,2018-09-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,400,400,77000,14000,37000,0.378378378
5865,2015-09-30,2019-09-30,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1200,500,99000,11000,41000,0.268292683
5866,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,700,500,76000,15000,41000,0.365853659
5867,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,3300,400,75000,13000,43000,0.302325581
5870,2015-09-30,2019-09-30,2018-10-31,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,800,500,44000,16000,41000,0.390243902
5873,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2700,500,60000,12000,42000,0.285714286
5875,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Mild,200,500,68000,13000,44000,0.295454545
5879,2015-07-31,2019-07-31,2019-03-31,2019-08-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,300,800,41000,15000,41000,0.365853659
5880,2015-07-31,2019-07-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,1000,500,46000,18000,45000,0.4
5885,2015-07-31,2019-07-31,2018-11-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,800,500,43000,17000,41000,0.414634146
5889,2015-07-31,2019-07-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,500,400,52000,14000,41000,0.341463415
5896,2015-04-30,2019-04-30,2018-09-30,2018-10-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,1100,400,91000,16000,42000,0.380952381
5906,2015-07-31,2019-07-31,2018-12-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,500,500,92000,13000,42000,0.30952381
5909,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Major,2200,500,71000,13000,41000,0.317073171
5914,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Major,100,500,58000,14000,45000,0.311111111
5915,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Major,500,500,47000,13000,41000,0.317073171
5917,2015-07-31,2019-07-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,1600,400,67000,16000,45000,0.355555556
5918,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Major,900,500,44000,12000,41000,0.292682927
5919,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,500,500,57000,15000,41000,0.365853659
5920,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,500,500,54000,14000,42000,0.333333333
5925,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2000,600,90000,14000,41000,0.341463415
5936,2015-03-31,2018-06-30,2018-06-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,500,400,24000,20000,41000,0.487804878
5938,2015-06-30,2019-06-30,2018-11-30,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,1100,500,65000,16000,41000,0.390243902
5940,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Major,400,500,79000,11000,41000,0.268292683
5941,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Major,2000,700,23000,18000,41000,0.43902439
5945,2015-08-31,2019-02-28,2018-09-30,2018-10-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Major,700,400,33000,18000,44000,0.409090909
5947,2015-08-31,2019-08-31,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Major,2000,500,86000,11000,44000,0.25
5948,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,600,400,47000,12000,38000,0.315789474
5950,2015-05-31,2019-05-31,2018-12-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2900,500,72000,15000,41000,0.365853659
5953,2015-05-31,2018-08-31,2018-06-30,2018-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2400,700,64000,17000,41000,0.414634146
5954,2015-06-30,2019-06-30,2018-10-31,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,300,500,42000,16000,42000,0.380952381
5957,2015-06-30,2018-06-30,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1100,500,76000,17000,41000,0.414634146
5960,2015-09-30,2019-09-30,2019-09-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2000,400,53000,14000,46000,0.304347826
5965,2015-10-31,2019-10-31,2019-06-30,2019-07-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2300,400,82000,14000,41000,0.341463415
5966,2015-09-30,2019-09-30,2019-03-31,2019-04-30,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Moderate,2400,400,72000,18000,45000,0.4
5969,2015-08-31,2018-08-31,2018-08-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1000,600,34000,18000,41000,0.43902439
5973,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,200,600,77000,13000,42000,0.30952381
5976,2015-05-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Major,200,400,26000,17000,37000,0.459459459
5982,2015-06-30,2019-06-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,800,700,88000,15000,41000,0.365853659
5985,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,Moderate,500,500,51000,17000,41000,0.414634146
5989,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Major,3300,400,57000,11000,42000,0.261904762
5991,2015-06-30,2019-06-30,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,1400,500,35000,18000,41000,0.43902439
5994,2015-05-31,2019-05-31,2018-11-30,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,500,500,71000,16000,41000,0.390243902
5998,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,1000,500,90000,12000,42000,0.285714286
5999,2015-08-31,2019-02-28,2019-02-28,2019-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,Mild,300,400,35000,21000,44000,0.477272727
6001,2015-09-30,2019-09-30,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1700,500,28000,16000,43000,0.372093023
6004,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,No,1200,500,42000,17000,44000,0.386363636
6005,2015-10-31,2019-05-31,2019-02-28,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Major,0,800,43000,16000,41000,0.390243902
6007,2015-09-30,2019-09-30,2018-11-30,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_A,H,No,1100,400,59000,17000,45000,0.377777778
6008,2015-07-31,2019-07-31,2018-09-30,2018-12-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,2300,500,67000,17000,41000,0.414634146
6009,2015-07-31,2019-07-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,3100,600,60000,14000,42000,0.333333333
6016,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_A,H,No,500,500,75000,13000,41000,0.317073171
6017,2015-10-31,2019-10-31,2019-10-31,2019-12-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_4,MODEL_A,H,Major,1400,400,75000,18000,55000,0.327272727
6019,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_4,MODEL_A,H,No,1700,400,72000,20000,50000,0.4
6021,2015-03-31,2018-06-30,2018-03-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_4,MODEL_A,H,Major,2700,700,92000,21000,50000,0.42
6022,2015-07-31,2019-07-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_4,MODEL_A,H,No,1400,400,48000,25000,56000,0.446428571
6023,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_4,MODEL_A,H,Major,2000,500,92000,17000,48000,0.354166667
6027,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,1100,500,75000,17000,44000,0.386363636
6030,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,2900,400,49000,17000,47000,0.361702128
6031,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,1500,400,50000,19000,47000,0.404255319
6033,2015-04-30,2019-04-30,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,1900,500,49000,20000,48000,0.416666667
6035,2015-04-30,2018-11-30,2018-09-30,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,200,500,59000,20000,50000,0.4
6045,2015-05-31,2018-05-31,2018-05-31,2018-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,300,400,27000,24000,51000,0.470588235
6048,2015-06-30,2019-06-30,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,100,400,76000,18000,52000,0.346153846
6049,2015-04-30,2019-04-30,2018-11-30,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,2000,800,74000,19000,47000,0.404255319
6050,2015-06-30,2019-06-30,2019-05-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,300,500,56000,22000,51000,0.431372549
6051,2015-07-31,2019-07-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,2200,400,43000,16000,49000,0.326530612
6052,2015-06-30,2019-06-30,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,0,700,67000,18000,52000,0.346153846
6053,2015-07-31,2019-07-31,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,2900,400,75000,17000,52000,0.326923077
6058,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,Major,200,500,37000,18000,51000,0.352941176
6062,2015-03-31,2019-03-31,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,No,2800,400,50000,19000,48000,0.395833333
6063,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,2300,600,73000,16000,45000,0.355555556
6065,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,400,400,40000,20000,47000,0.425531915
6067,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,2500,400,50000,19000,47000,0.404255319
6072,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,No,1100,400,47000,20000,49000,0.408163265
6078,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,3100,400,36000,20000,55000,0.363636364
6079,2015-07-31,2019-07-31,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Mild,3200,600,42000,19000,47000,0.404255319
6081,2015-07-31,2019-07-31,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Major,200,500,35000,18000,50000,0.36
6083,2015-04-30,2019-04-30,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,200,400,26000,20000,50000,0.4
6085,2015-10-31,2019-10-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,2900,500,63000,14000,47000,0.29787234
6086,2015-09-30,2019-09-30,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,Moderate,1400,400,70000,17000,52000,0.326923077
6092,2015-03-31,2018-03-31,2018-03-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,300,500,34000,23000,44000,0.522727273
6096,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,2300,500,95000,11000,45000,0.244444444
6106,2015-05-31,2019-05-31,2018-12-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,3500,600,104000,15000,47000,0.319148936
6109,2015-10-31,2019-10-31,2019-10-31,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,900,400,22000,16000,55000,0.290909091
6112,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,500,500,41000,17000,47000,0.361702128
6114,2015-07-31,2019-07-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,Major,600,500,70000,17000,49000,0.346938776
6116,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,No,600,400,67000,17000,51000,0.333333333
6119,2015-07-31,2018-10-31,2018-10-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Major,200,400,28000,20000,51000,0.392156863
6120,2015-07-31,2019-07-31,2018-10-31,2018-12-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,No,900,400,59000,21000,51000,0.411764706
6125,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,700,400,48000,21000,50000,0.42
6131,2015-10-31,2019-10-31,2019-05-31,2019-06-30,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,No,800,600,71000,20000,48000,0.416666667
6136,2015-05-31,2019-05-31,2019-05-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,Moderate,2400,500,65000,17000,49000,0.346938776
6137,2015-05-31,2019-05-31,2018-04-30,2018-07-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,400,500,64000,21000,47000,0.446808511
6143,2015-06-30,2019-06-30,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,Moderate,1000,500,82000,18000,46000,0.391304348
6145,2015-08-31,2019-08-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Moderate,1200,500,44000,21000,54000,0.388888889
6148,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_7,MODEL_A,H,Major,900,500,55000,20000,49000,0.408163265
6153,2015-02-28,2019-02-28,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,Major,600,400,39000,20000,49000,0.408163265
6154,2015-08-31,2019-08-31,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,No,1000,600,77000,14000,45000,0.311111111
6155,2015-09-30,2018-12-31,2019-01-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_7,MODEL_A,H,Major,1300,500,30000,20000,47000,0.425531915
6157,2015-02-28,2019-02-28,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_7,MODEL_A,H,No,800,400,18000,21000,47000,0.446808511
