VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP
16250,2016-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_18,MODEL_A,D,No,500,300,53000,29000,57000
16251,2016-02-29,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_4,MODEL_A,B,No,400,300,59000,23000,56000
16252,2016-05-31,2019-05-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_8,MODEL_A,B,No,800,300,47000,31000,54000
16253,2016-03-31,2017-03-31,2016-11-30,2017-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_6,MODEL_A,H,No,NULL,1100,13000,36000,54000
16254,2016-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,C,No,1000,500,40000,20000,54000
16255,2016-10-31,2019-10-31,2019-04-30,2019-04-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,100,300,20000,27000,49000
16256,2016-06-30,2017-06-30,2017-01-31,2017-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_3,MODEL_A,H,Major,NULL,900,13000,33000,49000
16257,2017-01-31,2018-01-31,2017-07-31,2017-07-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_3,MODEL_A,C,No,NULL,400,13000,36000,50000
16258,2016-02-29,2017-02-28,2016-10-31,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_18,MODEL_A,H,No,0,1100,15000,46000,60000
16259,2016-05-31,2019-05-31,2019-02-28,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,C,Moderate,100,300,54000,21000,41000
16260,2017-08-31,2020-04-30,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,B,No,500,300,25000,24000,54000
16261,2017-07-31,2019-07-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,C,No,400,300,34000,30000,52000
16262,2016-12-31,2020-03-31,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,C,No,200,300,25000,20000,50000
16263,2017-03-31,2020-06-30,2020-01-31,2020-02-29,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_12,MODEL_A,B,No,1400,300,44000,22000,50000
16264,2017-01-31,2018-01-31,2017-08-31,2017-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_3,MODEL_A,H,Moderate,0,1200,14000,34000,54000
16265,2014-12-31,2018-03-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,B,No,1500,300,55000,23000,62000
16266,2015-10-31,2019-10-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_A,H,Major,3000,400,64000,9000,43000
16475,2016-02-29,2020-02-29,2019-11-30,2019-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_C,D,Moderate,1000,NULL,39000,20000,41000
16476,2016-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,C,No,1100,NULL,18000,29000,43000
16477,2016-06-30,2020-06-30,2020-02-29,2020-02-29,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,100,NULL,27000,20000,43000
16478,2016-05-31,2020-05-31,2020-03-31,2020-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,B,No,1300,NULL,17000,20000,45000
16479,2016-03-31,2020-03-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,C,Moderate,600,NULL,43000,19000,42000
16480,2016-04-30,2019-04-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,D,Major,300,NULL,33000,26000,46000
16481,2017-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,B,Moderate,1200,NULL,18000,29000,43000
16482,2017-07-31,2018-07-31,2017-12-31,2018-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,200,NULL,8000,33000,46000
16483,2017-03-31,2021-03-31,2020-01-31,2020-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_2,MODEL_C,B,Moderate,500,NULL,52000,22000,46000
16484,2017-03-31,2019-03-31,2019-02-28,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,F,Moderate,700,NULL,4000,30000,42000
16485,2016-10-31,2020-10-31,2017-10-31,2018-04-30,Reposessed,Network Retailer,4,2003,TRIM_2,MODEL_C,H,Major,NULL,300,21000,30000,48000
16486,2015-05-31,2019-05-31,2018-12-31,2018-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_C,A,Moderate,600,NULL,63000,16000,43000
16487,2014-11-30,2017-11-30,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,C,Moderate,1500,NULL,27000,21000,46000
16488,2015-07-31,2019-07-31,2019-02-28,2019-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_C,B,Moderate,1000,NULL,53000,18000,43000
16489,2016-02-29,2020-02-29,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,B,No,2300,NULL,31000,21000,43000
16490,2016-01-31,2020-01-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,200,NULL,50000,19000,42000
16491,2016-04-30,2019-04-30,2019-04-30,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,B,Moderate,200,NULL,32000,26000,44000
16492,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,E,No,1700,NULL,68000,19000,43000
16493,2016-07-31,2019-10-31,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,B,No,1300,NULL,15000,22000,43000
16339,2014-10-31,2018-10-31,2018-09-30,2018-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,1800,NULL,61000,17000,41000
16340,2014-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,D,No,1200,NULL,26000,20000,41000
16341,2015-06-30,2019-06-30,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,A,No,2000,NULL,57000,17000,42000
16342,2015-03-31,2019-03-31,2018-10-31,2018-10-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_C,B,Moderate,1100,NULL,62000,19000,44000
16343,2014-09-30,2018-09-30,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,D,No,500,NULL,63000,20000,46000
16344,2013-10-31,2017-10-31,2017-10-31,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,700,NULL,35000,20000,44000
16345,2014-02-28,2018-04-30,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,No,800,NULL,49000,18000,40000
16346,2014-02-28,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,1400,NULL,56000,16000,37000
16347,2013-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,No,300,NULL,65000,15000,41000
16348,2014-03-31,2018-03-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,Moderate,800,NULL,60000,17000,41000
16349,2014-01-31,2018-01-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,C,No,1800,NULL,33000,17000,41000
16350,2013-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,E,Major,500,NULL,37000,17000,38000
16351,2013-11-30,2017-02-28,2017-01-31,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,D,No,NULL,NULL,35000,21000,36000
16352,2014-02-28,2018-02-28,2018-01-31,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,Moderate,600,NULL,26000,18000,38000
16353,2013-09-30,2017-09-30,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,1600,NULL,44000,19000,38000
16354,2014-05-31,2018-05-31,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,A,No,1700,NULL,42000,22000,41000
16355,2015-05-31,2018-05-31,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,C,Moderate,2700,NULL,54000,19000,44000
16356,2015-03-31,2019-03-31,2018-05-31,2018-05-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,500,NULL,31000,21000,44000
16357,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,1000,NULL,58000,18000,44000
16358,2014-12-31,2016-12-31,2016-12-31,2016-12-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,E,No,200,NULL,29000,24000,36000
16359,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,Moderate,1200,NULL,46000,16000,40000
16360,2014-01-31,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,B,No,200,NULL,36000,29000,64000
16361,2014-08-31,2017-11-30,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,E,No,600,NULL,44000,26000,60000
16362,2014-07-31,2017-10-31,2017-10-31,2017-11-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,C,No,200,NULL,23000,27000,60000
16363,2014-08-31,2018-03-31,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,E,Moderate,2400,NULL,59000,24000,63000
16364,2014-07-31,2018-07-31,2018-06-30,2018-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,A,Moderate,1100,NULL,64000,25000,64000
16365,2014-09-30,2018-09-30,2018-06-30,2018-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,A,Mild,800,NULL,36000,25000,62000
16366,2014-03-31,2017-03-31,2017-02-28,2017-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_5,MODEL_B,B,No,NULL,NULL,32000,35000,67000
16367,2014-04-30,2017-07-31,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_5,MODEL_B,D,No,1200,NULL,42000,31000,67000
16368,2013-12-31,2016-12-31,2016-12-31,2016-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_5,MODEL_B,C,No,1300,NULL,55000,33000,73000
16369,2014-06-30,2017-09-30,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_5,MODEL_B,A,Major,900,NULL,31000,33000,70000
16370,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,F,Moderate,200,NULL,67000,22000,68000
16371,2015-05-31,2019-05-31,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,D,Major,100,NULL,48000,27000,75000
16372,2015-08-31,2019-08-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,B,No,600,NULL,54000,25000,70000
16373,2015-06-30,2019-06-30,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,D,Major,200,NULL,37000,24000,69000
16374,2015-09-30,2019-09-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,B,No,200,NULL,43000,27000,75000
16375,2015-04-30,2019-04-30,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_5,MODEL_B,D,Moderate,500,NULL,55000,25000,68000
16376,2015-04-30,2019-04-30,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,D,No,700,NULL,18000,29000,65000
16377,2015-04-30,2019-04-30,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,B,No,3500,NULL,52000,23000,61000
16378,2015-02-28,2019-02-28,2019-02-28,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,D,Major,NULL,NULL,70000,23000,66000
16379,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,D,Major,1200,NULL,57000,20000,62000
16380,2016-08-31,2019-11-30,2019-02-28,2019-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_5,MODEL_B,B,No,2800,NULL,58000,34000,75000
16381,2016-04-30,2019-04-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_8,MODEL_B,B,No,500,NULL,47000,39000,91000
16382,2016-02-29,2019-06-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,No,NULL,NULL,29000,27000,60000
16383,2016-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,B,Major,500,NULL,31000,28000,67000
16384,2016-05-31,2019-09-30,2019-05-31,2019-05-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_5,MODEL_B,C,No,1000,NULL,48000,34000,77000
16385,2016-03-31,2020-03-31,2018-12-31,2018-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_5,MODEL_B,B,No,800,NULL,32000,34000,74000
16386,2016-03-31,2020-03-31,2020-03-31,2020-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,A,Major,5900,NULL,108000,14000,64000
16387,2015-12-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,B,No,1600,NULL,47000,29000,64000
16388,2016-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,Moderate,800,NULL,34000,31000,70000
16389,2016-04-30,2019-07-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_3,MODEL_B,C,Moderate,5300,NULL,65000,34000,84000
16390,2016-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_3,MODEL_B,F,No,1700,NULL,38000,28000,75000
16391,2017-01-31,2020-01-31,2019-09-30,2019-09-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_B,F,Major,500,NULL,74000,22000,69000
16392,2016-05-31,2019-05-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,No,100,NULL,57000,28000,63000
16393,2016-02-29,2019-02-28,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,No,400,NULL,22000,31000,64000
16394,2016-04-30,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,Mild,300,NULL,32000,30000,71000
16395,2016-07-31,2019-07-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,Major,300,NULL,38000,27000,63000
16396,2016-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,F,No,400,NULL,56000,23000,60000
16397,2013-12-31,2017-12-31,2017-12-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,Moderate,300,NULL,42000,18000,41000
16398,2014-01-31,2018-01-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,No,1100,NULL,25000,18000,38000
16399,2017-02-28,2019-02-28,2019-02-28,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_B,D,No,600,NULL,12000,44000,69000
16400,2017-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_B,D,No,200,NULL,32000,41000,67000
16401,2017-03-31,2020-03-31,2020-03-31,2020-03-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_B,B,Major,1100,NULL,18000,30000,58000
16402,2017-08-31,2019-08-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_B,C,No,1800,NULL,28000,39000,65000
16403,2017-01-31,2019-01-31,2019-01-31,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_6,MODEL_B,D,Major,800,NULL,22000,43000,72000
16404,2017-09-30,2020-09-30,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_6,MODEL_B,F,No,300,NULL,41000,38000,83000
16405,2017-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_6,MODEL_B,F,No,0,NULL,23000,39000,73000
16406,2014-02-28,2018-02-28,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,400,NULL,46000,16000,41000
16407,2014-01-31,2018-01-31,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,B,Major,400,NULL,36000,16000,40000
16408,2014-02-28,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,100,NULL,44000,18000,42000
16409,2014-03-31,2018-03-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,E,Moderate,900,NULL,24000,20000,44000
16410,2015-03-31,2019-03-31,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,E,Mild,1000,NULL,41000,18000,41000
16411,2015-02-28,2019-02-28,2017-12-31,2017-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_A,B,No,1400,NULL,56000,20000,44000
16412,2015-03-31,2018-03-31,2018-03-31,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,D,No,300,NULL,38000,22000,43000
16413,2015-06-30,2019-06-30,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,C,No,900,NULL,66000,17000,44000
16414,2015-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_6,MODEL_A,C,No,1400,NULL,52000,22000,54000
16415,2015-01-31,2019-01-31,2019-01-31,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,A,Moderate,1100,NULL,65000,22000,50000
16416,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,B,No,700,NULL,73000,19000,47000
16417,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,B,Major,300,NULL,61000,19000,53000
16418,2015-07-31,2017-07-31,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,B,No,800,NULL,28000,25000,44000
16419,2014-08-31,2017-08-31,2017-08-31,2017-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_6,MODEL_A,A,Major,500,NULL,35000,29000,51000
16420,2015-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_6,MODEL_A,D,No,800,NULL,59000,22000,52000
16421,2015-02-28,2019-02-28,2018-12-31,2018-12-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_6,MODEL_A,D,Mild,800,NULL,15000,24000,52000
16422,2015-01-31,2019-01-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,300,NULL,41000,21000,50000
16423,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,1200,NULL,47000,22000,48000
16424,2015-03-31,2019-03-31,2018-11-30,2018-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Moderate,100,NULL,36000,22000,46000
16425,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,D,Moderate,NULL,NULL,54000,21000,48000
16426,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Moderate,1300,NULL,54000,19000,43000
16427,2015-01-31,2019-01-31,2019-01-31,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Moderate,300,NULL,55000,20000,47000
16428,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_14,MODEL_A,B,No,NULL,NULL,33000,28000,61000
16429,2015-06-30,2019-06-30,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_8,MODEL_A,D,No,1200,NULL,43000,26000,55000
16430,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_15,MODEL_A,H,Moderate,NULL,0,60000,23000,62000
16431,2015-09-30,2019-09-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_15,MODEL_A,B,Moderate,400,NULL,61000,25000,60000
16432,2014-02-28,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_12,MODEL_A,B,No,NULL,NULL,37000,33000,58000
16433,2014-02-28,2018-02-28,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_12,MODEL_A,B,Moderate,400,NULL,49000,30000,61000
16434,2015-01-31,2018-01-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,No,500,NULL,46000,19000,44000
16435,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,No,1000,NULL,60000,17000,46000
16436,2014-04-30,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,600,NULL,36000,23000,49000
16437,2014-07-31,2018-07-31,2018-07-31,2018-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,Major,200,NULL,27000,21000,48000
16438,2014-12-31,2018-04-30,2017-12-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,3400,NULL,45000,20000,49000
16439,2014-08-31,2018-12-31,2018-09-30,2018-09-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,200,NULL,30000,19000,49000
16440,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Major,1100,NULL,44000,17000,47000
16441,2015-09-30,2019-09-30,2018-11-30,2018-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,C,No,1000,NULL,39000,23000,54000
16442,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,1400,NULL,46000,21000,51000
16443,2015-08-31,2019-08-31,2019-03-31,2019-04-30,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,1700,NULL,60000,22000,52000
16444,2015-03-31,2019-03-31,2018-09-30,2018-09-30,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Mild,300,NULL,64000,21000,47000
16445,2015-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,2200,NULL,64000,20000,48000
16446,2015-04-30,2019-04-30,2018-02-28,2018-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Mild,1500,NULL,53000,25000,47000
16447,2015-04-30,2019-04-30,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Moderate,900,NULL,47000,21000,49000
16448,2015-09-30,2019-09-30,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,No,1100,NULL,68000,17000,45000
16449,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,1000,NULL,65000,20000,51000
16450,2015-06-30,2019-06-30,2019-03-31,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,F,Moderate,2600,NULL,62000,20000,50000
16451,2015-04-30,2019-04-30,2019-04-30,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Moderate,800,NULL,59000,21000,49000
16452,2015-05-31,2017-05-31,2017-06-30,2017-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,2400,NULL,12000,29000,48000
16453,2015-06-30,2019-06-30,2019-02-28,2019-03-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,D,Moderate,300,NULL,41000,22000,50000
16454,2015-08-31,2019-08-31,2018-12-31,2018-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,700,NULL,37000,21000,50000
16455,2015-04-30,2019-04-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,300,NULL,25000,24000,50000
16456,2015-10-31,2019-10-31,2019-02-28,2019-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Major,1600,NULL,69000,18000,47000
